ce_askprice,ce_askqty,ce_bidprice,ce_bidqty,ce_chng_in_oi,ce_iv,ce_ltp,ce_net_chng,ce_oi,ce_volume,pe_askprice,pe_askqty,pe_bidprice,pe_bidqty,pe_chng_in_oi,pe_iv,pe_ltp,pe_net_chng,pe_oi,pe_volume,spot_price,strike_price,time
70.15,150,69.75,450,524175,44.49,70.20,-60.00,1351275,53422,452.05,675,450.00,375,55650,60.77,456.95,56.05,402375,5217,8160,8500,1002
63.00,75,62.85,75,498075,44.20,63.00,-67.20,1325175,57047,472.35,75,468.80,450,58125,61.29,470.00,69.10,404850,5404,8141,8500,1005
67.25,75,67.00,750,501600,44.20,67.00,-63.20,1328700,59049,462.75,75,460.95,75,57000,61.29,462.75,61.85,403725,5471,8152,8500,1007
64.50,75,64.20,375,508650,44.20,64.35,-65.85,1335750,60163,473.20,300,470.40,450,57300,61.29,472.00,71.10,404025,5516,8143,8500,1010
67.60,150,67.30,150,534825,44.13,67.25,-62.95,1361925,63035,460.90,450,457.45,150,57750,63.13,457.05,56.15,404475,5668,8157,8500,1013
69.40,75,69.10,450,534825,44.13,69.10,-61.10,1361925,64680,446.70,150,442.90,75,57750,63.13,445.10,44.20,404475,5808,8167,8500,1016
68.00,150,67.75,150,560475,44.13,67.80,-62.40,1387575,68407,452.00,75,449.05,225,54450,63.13,448.55,47.65,401175,5955,8165,8500,1020
68.00,150,67.75,150,560475,44.13,67.80,-62.40,1387575,68407,452.00,75,449.05,225,54450,63.13,448.55,47.65,401175,5955,8165,8500,1022
64.60,525,64.20,450,554925,43.61,64.45,-65.75,1382025,71685,466.55,600,463.00,225,54225,60.41,465.20,64.30,400950,6124,8151,8500,1025
65.85,75,65.50,150,554925,43.61,65.90,-64.30,1382025,72669,462.25,75,459.10,300,54225,60.41,461.15,60.25,400950,6177,8157,8500,1028
65.20,75,64.95,225,561975,43.06,65.00,-65.20,1389075,73980,459.65,75,456.60,75,53175,62.48,456.80,55.90,399900,6208,8161,8500,1031
63.90,225,63.60,75,561975,43.06,63.45,-66.75,1389075,75008,462.35,75,459.30,75,53175,62.48,460.05,59.15,399900,6228,8151,8500,1034
62.40,75,62.10,900,579375,43.06,62.15,-68.05,1406475,76135,467.05,300,464.15,75,52725,62.48,464.25,63.35,399450,6255,8146,8500,1037
60.65,75,60.50,750,579450,43.06,60.55,-69.65,1406550,78200,473.15,150,470.25,225,52950,62.48,470.35,69.45,399675,6409,8134,8500,1040
62.55,150,62.25,150,592875,43.68,62.60,-67.60,1419975,81264,471.70,300,468.35,75,51750,61.55,468.50,67.60,398475,6577,8136,8500,1043
63.80,225,63.40,300,600000,43.68,63.35,-66.85,1427100,82639,465.30,150,461.95,75,52650,61.55,465.15,64.25,399375,6610,8144,8500,1046
