ce_askprice,ce_askqty,ce_bidprice,ce_bidqty,ce_chng_in_oi,ce_iv,ce_ltp,ce_net_chng,ce_oi,ce_volume,pe_askprice,pe_askqty,pe_bidprice,pe_bidqty,pe_chng_in_oi,pe_iv,pe_ltp,pe_net_chng,pe_oi,pe_volume,spot_price,strike_price,time
1141.95,300,1129.50,75,1275,-,1154.20,-84.25,2025,26,16.90,525,16.70,525,211200,75.38,16.90,0.55,752100,14094,8160,7000,1002
1119.20,75,1102.35,150,1275,-,1154.20,-84.25,2025,26,17.25,75,17.15,1125,245250,75.65,17.15,0.80,786150,14949,8141,7000,1005
1124.25,150,1113.25,75,1275,-,1154.20,-84.25,2025,26,16.75,600,16.60,300,251100,75.65,16.70,0.35,792000,15338,8152,7000,1007
1116.35,75,1103.10,150,1275,-,1154.20,-84.25,2025,26,17.00,1275,16.85,150,242475,75.65,17.00,0.65,783375,15572,8143,7000,1010
1132.10,75,1119.35,75,1275,59.15,1154.20,-84.25,2025,26,16.00,75,15.80,525,251325,74.40,15.80,-0.55,792225,16172,8157,7000,1013
1140.30,150,1128.60,75,1275,59.15,1154.20,-84.25,2025,26,15.90,1275,15.70,225,251325,74.40,15.85,-0.50,792225,16542,8167,7000,1016
1145.05,1875,1127.45,150,1275,59.15,1154.20,-84.25,2025,26,15.50,75,15.35,825,276525,74.40,15.40,-0.95,817425,17528,8165,7000,1020
1145.05,1875,1127.45,150,1275,59.15,1154.20,-84.25,2025,26,15.50,75,15.35,825,276525,74.40,15.40,-0.95,817425,17528,8165,7000,1022
1128.20,75,1115.15,75,1275,-,1154.20,-84.25,2025,26,16.05,150,15.85,900,271800,74.28,16.00,-0.35,812700,18171,8151,7000,1025
1128.65,75,1114.10,75,1275,-,1154.20,-84.25,2025,26,16.00,525,15.85,225,271800,74.28,15.85,-0.50,812700,18307,8157,7000,1028
1131.80,1800,1117.90,75,1275,-,1121.80,-116.65,2025,27,15.90,75,15.75,825,278325,74.68,15.85,-0.50,819225,18643,8161,7000,1031
1120.20,75,1112.20,75,1275,-,1121.80,-116.65,2025,27,16.20,300,16.10,75,278325,74.68,16.10,-0.25,819225,18856,8151,7000,1034
1124.75,75,1109.00,75,1275,-,1121.80,-116.65,2025,27,16.25,225,16.10,825,280425,74.68,16.25,-0.10,821325,18916,8146,7000,1037
1108.50,150,1099.85,75,1275,-,1121.80,-116.65,2025,27,16.60,225,16.45,525,279300,74.68,16.60,0.25,820200,19243,8134,7000,1040
1107.15,75,1093.65,75,1275,-,1121.80,-116.65,2025,27,16.25,600,16.15,75,285750,73.99,16.25,-0.10,826650,20121,8136,7000,1043
1119.85,900,1110.15,75,1275,-,1121.80,-116.65,2025,27,15.55,75,15.45,75,269550,73.99,15.55,-0.80,810450,20503,8144,7000,1046
1086.00,150,1077.00,150,1275,-,1121.80,-116.65,2025,27,16.95,150,16.80,75,272625,73.99,16.95,0.60,813525,21029,8111,7000,1049
1084.15,75,1069.50,150,1275,-,1121.80,-116.65,2025,27,16.95,75,16.85,375,281175,73.48,16.80,0.45,822075,21503,8109,7000,1052
1097.70,75,1080.80,75,1275,-,1121.80,-116.65,2025,27,16.75,1575,16.60,225,275325,73.48,16.60,0.25,816225,21843,8118,7000,1055
1092.35,75,1078.10,150,1275,-,1121.80,-116.65,2025,27,16.70,300,16.55,225,277800,73.48,16.60,0.25,818700,22208,8113,7000,1058
1083.90,75,1068.75,75,1275,56.27,1121.80,-116.65,2025,27,16.90,6675,16.85,150,289200,72.88,16.90,0.55,830100,22367,8100,7000,1102
1076.10,150,1068.90,75,1275,56.27,1121.80,-116.65,2025,27,16.70,225,16.55,375,282375,72.88,16.65,0.30,823275,22707,8104,7000,1104
1103.65,300,1093.95,375,1275,56.27,1121.80,-116.65,2025,27,15.10,225,15.00,9825,283575,72.88,15.00,-1.35,824475,23344,8128,7000,1107
1092.95,150,1086.15,675,1275,56.27,1121.80,-116.65,2025,27,15.45,300,15.35,75,286050,72.88,15.30,-1.05,826950,23566,8123,7000,1110
1090.80,150,1084.80,150,1275,-,1121.80,-116.65,2025,27,15.10,225,15.00,7200,286050,72.36,15.00,-1.35,826950,23890,8116,7000,1113
1105.65,75,1099.10,150,1275,-,1103.75,-134.70,2025,28,15.00,1050,14.85,450,293025,72.36,15.05,-1.30,833925,24563,8128,7000,1116
1116.20,75,1110.10,75,1275,-,1103.75,-134.70,2025,28,14.20,300,14.10,375,290700,72.36,14.20,-2.15,831600,25200,8139,7000,1119
1137.15,150,1130.95,75,1275,-,1103.75,-134.70,2025,28,13.35,150,13.20,300,286125,72.36,13.25,-3.10,827025,25772,8157,7000,1122
1117.10,75,1106.20,600,1275,-,1103.75,-134.70,2025,28,13.50,150,13.40,300,286125,72.36,13.50,-2.85,827025,26082,8142,7000,1125
1123.70,75,1117.25,300,1275,-,1103.75,-134.70,2025,28,13.15,900,13.00,1425,284175,72.36,13.00,-3.35,825075,26509,8146,7000,1128
1117.10,75,1111.20,150,1275,-,1103.75,-134.70,2025,28,13.10,900,12.95,300,286725,72.36,13.00,-3.35,827625,26790,8142,7000,1131
1106.40,75,1099.85,150,1275,-,1103.75,-134.70,2025,28,12.95,900,12.90,150,286800,72.36,12.85,-3.50,827700,27136,8126,7000,1134
1114.25,75,1107.75,75,1275,-,1103.75,-134.70,2025,28,12.50,900,12.35,750,290700,72.36,12.35,-4.00,831600,27543,8140,7000,1137
1099.00,150,1092.25,150,1275,-,1103.75,-134.70,2025,28,12.25,1275,12.05,375,278925,72.36,12.05,-4.30,819825,28035,8128,7000,1140
1115.85,150,1109.70,75,1275,-,1103.75,-134.70,2025,28,11.60,750,11.50,1800,279975,72.36,11.55,-4.80,820875,28272,8146,7000,1143
1099.35,150,1094.40,150,1275,-,1103.75,-134.70,2025,28,11.40,75,11.30,75,282225,72.36,11.40,-4.95,823125,28730,8131,7000,1146
1098.05,150,1081.70,225,1275,-,1103.75,-134.70,2025,28,11.05,375,10.90,450,280650,72.36,11.00,-5.35,821550,29349,8124,7000,1149
1094.10,600,1081.95,75,1275,-,1103.75,-134.70,2025,28,11.10,675,11.00,1125,282150,72.36,11.10,-5.25,823050,29505,8118,7000,1153
1092.35,150,1079.70,150,1200,-,1094.20,-144.25,1950,29,11.10,825,11.00,75,283050,72.36,11.10,-5.25,823950,29716,8119,7000,1155
1097.65,75,1086.95,75,1200,-,1094.20,-144.25,1950,29,10.90,150,10.80,300,283050,72.36,10.80,-5.55,823950,29807,8124,7000,1158
1109.75,150,1103.00,75,1200,-,1094.20,-144.25,1950,29,10.50,900,10.40,525,293025,72.36,10.40,-5.95,833925,30154,8131,7000,1202
1116.20,75,1103.10,75,1200,-,1094.20,-144.25,1950,29,10.20,525,10.05,975,282450,72.36,10.15,-6.20,823350,30775,8136,7000,1204
1133.05,150,1122.30,75,1200,-,1116.85,-121.60,1950,30,9.40,600,9.25,525,282750,72.36,9.30,-7.05,823650,31551,8152,7000,1208
1126.95,75,1114.40,75,1200,-,1116.85,-121.60,1950,30,9.40,150,9.30,450,282750,72.36,9.25,-7.10,823650,31653,8144,7000,1210
1114.80,150,1103.20,675,1200,-,1116.85,-121.60,1950,30,9.30,150,9.20,375,282000,72.36,9.30,-7.05,822900,31980,8140,7000,1213
1107.75,300,1101.80,75,1200,-,1116.85,-121.60,1950,30,9.40,2475,9.35,1500,270450,72.36,9.40,-6.95,811350,32147,8129,7000,1216
1130.65,825,1119.05,75,1200,-,1116.85,-121.60,1950,30,9.05,300,9.00,7200,272400,72.36,9.10,-7.25,813300,32383,8146,7000,1219
1125.85,300,1118.40,150,1200,-,1116.85,-121.60,1950,30,9.10,600,9.00,525,276600,72.36,9.10,-7.25,817500,33149,8151,7000,1222
1134.80,75,1122.50,75,1200,-,1116.85,-121.60,1950,30,8.85,75,8.75,375,276600,72.36,8.75,-7.60,817500,33423,8155,7000,1225
1124.20,150,1111.90,150,1200,-,1116.85,-121.60,1950,30,8.85,375,8.80,75,277875,72.36,8.90,-7.45,818775,33579,8148,7000,1228
1117.80,1800,1105.20,150,1200,-,1116.85,-121.60,1950,30,9.05,300,8.90,525,273525,72.36,9.05,-7.30,814425,33809,8141,7000,1231
1096.20,375,1083.20,75,1200,-,1116.85,-121.60,1950,30,9.50,75,9.40,1050,274650,72.36,9.45,-6.90,815550,34202,8112,7000,1235
1106.60,900,1093.05,75,1200,-,1095.95,-142.50,1950,32,10.15,1125,10.05,825,271425,72.36,10.10,-6.25,812325,34657,8119,7000,1237
1108.70,75,1098.65,150,1200,-,1095.95,-142.50,1950,32,10.00,825,9.90,900,280575,72.36,10.00,-6.35,821475,35058,8129,7000,1240
1108.85,225,1098.65,150,1200,-,1095.95,-142.50,1950,32,9.95,1350,9.80,300,278325,72.36,9.80,-6.55,819225,35456,8122,7000,1243
1110.85,75,1096.55,75,1200,-,1095.95,-142.50,1950,32,10.05,825,9.95,525,278325,72.36,10.00,-6.35,819225,35688,8132,7000,1246
1098.25,150,1085.30,375,1200,-,1095.95,-142.50,1950,32,10.25,150,10.15,1125,290550,72.36,10.20,-6.15,831450,35775,8117,7000,1249
1097.45,75,1080.60,375,1050,-,1085.00,-153.45,1800,33,10.85,525,10.70,375,297450,72.36,10.75,-5.60,838350,36202,8115,7000,1253
1097.10,75,1083.00,75,1050,-,1085.00,-153.45,1800,33,11.65,375,11.60,150,300075,72.36,11.65,-4.70,840975,36917,8122,7000,1255
1094.35,150,1088.90,150,1050,-,1085.00,-153.45,1800,33,11.70,975,11.55,1350,307950,72.36,11.60,-4.75,848850,37230,8119,7000,1258
1101.85,750,1091.80,75,1050,-,1085.00,-153.45,1800,33,11.85,150,11.75,150,307950,72.36,11.75,-4.60,848850,37323,8125,7000,1301
1121.10,75,1109.35,75,1050,-,1085.00,-153.45,1800,33,11.00,675,10.85,900,311250,72.36,10.95,-5.40,852150,37710,8139,7000,1304
1115.65,750,1104.75,75,1050,-,1110.65,-127.80,1800,34,10.60,3825,10.45,675,311250,72.36,10.60,-5.75,852150,37969,8141,7000,1307
1115.55,75,1102.60,75,1050,-,1110.65,-127.80,1800,34,10.20,1575,10.00,525,308175,72.36,10.15,-6.20,849075,38738,8140,7000,1310
1120.50,150,1113.50,150,1050,-,1110.65,-127.80,1800,34,9.70,1425,9.60,225,309300,72.36,9.60,-6.75,850200,39131,8144,7000,1313
1130.65,150,1117.60,75,1050,-,1117.85,-120.60,1800,36,9.90,1650,9.80,675,327825,72.36,9.80,-6.55,868725,39461,8149,7000,1316
1118.30,75,1106.90,1050,1050,-,1117.85,-120.60,1800,36,9.85,1050,9.75,450,330150,72.36,9.80,-6.55,871050,39958,8142,7000,1319
1121.90,975,1109.15,150,1050,-,1117.85,-120.60,1800,36,9.65,150,9.60,600,330150,72.36,9.65,-6.70,871050,40091,8141,7000,1322
1113.60,75,1104.90,300,1050,-,1117.85,-120.60,1800,36,9.70,300,9.60,600,334200,72.36,9.60,-6.75,875100,40282,8145,7000,1325
1103.35,75,1089.05,150,1050,-,1117.85,-120.60,1800,36,9.70,600,9.60,2400,336075,72.36,9.60,-6.75,876975,40432,8130,7000,1328
1111.25,75,1098.45,150,1050,-,1117.85,-120.60,1800,36,9.75,1275,9.65,225,340800,72.36,9.65,-6.70,881700,40737,8143,7000,1331
