ce_askprice,ce_askqty,ce_bidprice,ce_bidqty,ce_chng_in_oi,ce_iv,ce_ltp,ce_net_chng,ce_oi,ce_volume,pe_askprice,pe_askqty,pe_bidprice,pe_bidqty,pe_chng_in_oi,pe_iv,pe_ltp,pe_net_chng,pe_oi,pe_volume,spot_price,strike_price,time
250.35,300,248.75,375,95175,50.31,250.20,-79.90,120825,5071,231.55,300,230.75,600,196275,64.29,231.40,24.00,282000,16909,8160,8100,1002
233.70,300,232.10,150,96900,49.68,232.95,-97.15,122550,5471,244.75,150,244.00,75,199125,65.02,244.25,36.85,284850,17954,8141,8100,1005
239.90,150,238.55,150,103875,49.68,239.50,-90.60,129525,5823,238.60,150,237.95,1500,219525,65.02,238.50,31.10,305250,18943,8152,8100,1007
233.95,75,232.55,225,106575,49.68,233.65,-96.45,132225,5976,243.40,450,242.50,75,240375,65.02,242.55,35.15,326100,19423,8143,8100,1010
241.05,150,240.45,75,113175,48.94,240.00,-90.10,138825,6376,236.20,150,235.40,75,256050,65.13,235.50,28.10,341775,20510,8157,8100,1013
251.00,75,249.75,75,113175,48.94,250.00,-80.10,138825,6580,227.50,300,227.00,75,256050,65.13,227.15,19.75,341775,21293,8167,8100,1016
247.95,225,246.60,150,115950,48.94,248.00,-82.10,141600,6950,229.90,75,229.40,75,284625,65.13,229.55,22.15,370350,22454,8165,8100,1020
247.95,225,246.60,150,115950,48.94,248.00,-82.10,141600,6950,229.90,75,229.40,75,284625,65.13,229.55,22.15,370350,22454,8165,8100,1022
234.75,150,233.40,75,114075,49.61,234.05,-96.05,139725,7282,237.10,75,236.20,75,287325,64.29,236.00,28.60,373050,23284,8151,8100,1025
237.40,75,236.30,150,114075,49.61,236.20,-93.90,139725,7387,234.00,300,233.15,75,287325,64.29,233.35,25.95,373050,23532,8157,8100,1028
236.40,450,235.10,150,117000,47.44,236.00,-94.10,142650,7577,232.95,150,232.00,75,289575,64.50,231.50,24.10,375300,23918,8161,8100,1031
235.30,600,233.90,75,117000,47.44,233.00,-97.10,142650,7849,233.20,75,232.65,150,289575,64.50,233.00,25.60,375300,24186,8151,8100,1034
231.00,450,230.00,675,123900,47.44,230.00,-100.10,149550,7972,236.40,75,235.75,150,288300,64.50,235.80,28.40,374025,24530,8146,8100,1037
226.10,375,224.85,75,126750,47.44,224.95,-105.15,152400,8240,239.25,75,238.40,150,294000,64.50,239.25,31.85,379725,25205,8134,8100,1040
227.15,75,225.85,600,129000,48.59,227.00,-103.10,154650,8810,237.15,150,236.30,75,303975,63.66,237.35,29.95,389700,26308,8136,8100,1043
231.15,300,230.40,225,142425,48.59,231.15,-98.95,168075,9106,234.25,375,233.30,300,311550,63.66,233.75,26.35,397275,26675,8144,8100,1046
214.00,525,212.75,75,148875,48.59,213.85,-116.25,174525,9855,246.70,150,245.60,75,317175,63.66,245.95,38.55,402900,27959,8111,8100,1049
211.00,300,210.10,375,154425,47.94,210.10,-120.00,180075,10656,248.00,150,247.35,75,322650,63.46,248.00,40.60,408375,29071,8109,8100,1052
214.25,150,213.10,150,168450,47.94,214.65,-115.45,194100,11087,241.95,75,241.15,150,330750,63.46,241.10,33.70,416475,29651,8118,8100,1055
211.90,225,211.60,600,193800,47.94,211.90,-118.20,219450,11671,243.25,150,242.05,75,347325,63.46,242.35,34.95,433050,30449,8113,8100,1058
202.00,150,201.20,150,192150,47.99,201.90,-128.20,217800,11968,249.90,150,249.00,75,346575,61.75,249.00,41.60,432300,30759,8100,8100,1102
205.80,150,204.75,150,196125,47.99,205.15,-124.95,221775,12384,244.90,75,244.30,450,342075,61.75,245.50,38.10,427800,31462,8104,8100,1104
215.55,450,214.20,300,202875,47.99,215.15,-114.95,228525,13035,234.90,150,233.70,75,350400,61.75,233.40,26.00,436125,32501,8128,8100,1107
214.30,150,213.55,150,208725,47.99,213.90,-116.20,234375,13168,237.15,75,236.15,75,351450,61.75,236.55,29.15,437175,32715,8123,8100,1110
212.10,75,210.95,375,208725,47.09,211.50,-118.60,234375,13393,236.85,75,235.95,300,351450,61.38,236.40,29.00,437175,33014,8116,8100,1113
222.00,75,220.95,75,207675,47.09,221.15,-108.95,233325,14235,229.90,150,229.05,75,351450,61.38,229.30,21.90,437175,34423,8128,8100,1116
224.50,75,223.70,150,208725,47.09,224.40,-105.70,234375,14597,223.10,300,222.25,75,347025,61.38,223.00,15.60,432750,35303,8139,8100,1119
234.90,150,233.60,150,206850,47.09,235.00,-95.10,232500,15051,212.45,75,211.55,75,348300,61.38,212.45,5.05,434025,36035,8157,8100,1122
221.75,450,220.40,225,206850,47.09,220.70,-109.40,232500,15392,221.65,75,220.70,150,348300,61.38,220.95,13.55,434025,36542,8142,8100,1125
226.70,75,225.50,375,207600,47.09,226.65,-103.45,233250,15765,216.45,75,215.70,75,355125,61.38,216.00,8.60,440850,37115,8146,8100,1128
220.75,300,219.35,75,208200,47.09,220.75,-109.35,233850,16200,219.60,75,218.80,150,359250,61.38,218.30,10.90,444975,37669,8142,8100,1131
214.75,375,213.50,225,210300,47.09,214.55,-115.55,235950,16412,221.50,150,221.00,75,362775,61.38,221.15,13.75,448500,38010,8126,8100,1134
219.40,75,218.55,225,212325,47.09,218.55,-111.55,237975,16617,217.60,75,216.90,150,370275,61.38,217.00,9.60,456000,38356,8140,8100,1137
211.40,75,210.15,225,212400,47.09,211.50,-118.60,238050,16898,225.00,225,224.20,75,363825,61.38,224.15,16.75,449550,38863,8128,8100,1140
221.45,150,220.50,150,212550,47.09,221.50,-108.60,238200,17042,217.40,75,216.55,75,363750,61.38,216.70,9.30,449475,39163,8146,8100,1143
214.45,150,213.15,375,213750,47.09,213.95,-116.15,239400,17192,225.40,75,224.50,300,366000,61.38,225.35,17.95,451725,39550,8131,8100,1146
207.15,75,206.55,75,214575,47.09,207.05,-123.05,240225,17511,231.60,150,230.95,150,366375,61.38,231.60,24.20,452100,40098,8124,8100,1149
207.50,225,206.20,300,213825,47.09,207.00,-123.10,239475,17667,232.95,75,232.25,75,366600,61.38,233.00,25.60,452325,40555,8118,8100,1153
206.60,75,205.45,75,216900,47.09,205.95,-124.15,242550,17897,231.85,150,231.10,300,370425,61.38,231.65,24.25,456150,40913,8119,8100,1155
210.90,375,209.70,300,216900,47.09,210.95,-119.15,242550,17968,228.00,75,227.50,75,370425,61.38,227.65,20.25,456150,41077,8124,8100,1158
217.25,75,216.05,225,228150,47.09,217.10,-113.00,253800,18459,219.25,75,218.40,75,381525,61.38,218.75,11.35,467250,41786,8131,8100,1202
217.70,150,216.75,75,230700,47.09,217.40,-112.70,256350,18734,219.60,300,218.95,75,387300,61.38,219.40,12.00,473025,42274,8136,8100,1204
228.60,300,227.45,75,232950,47.09,227.70,-102.40,258600,19106,209.25,300,208.35,75,390450,61.38,208.25,0.85,476175,42978,8152,8100,1208
223.60,75,222.65,300,232950,47.09,223.65,-106.45,258600,19235,214.45,225,213.70,75,390450,61.38,214.45,7.05,476175,43170,8144,8100,1210
218.35,225,217.25,150,238725,47.09,217.25,-112.85,264375,19636,216.10,75,215.45,75,388350,61.38,216.50,9.10,474075,43557,8140,8100,1213
213.95,375,212.75,150,234825,47.09,212.15,-117.95,260475,19876,218.90,75,218.20,75,387075,61.38,218.00,10.60,472800,43854,8129,8100,1216
225.50,300,224.35,150,237225,47.09,224.40,-105.70,262875,20122,206.05,75,205.40,150,390150,61.38,206.05,-1.35,475875,44268,8146,8100,1219
223.00,3825,222.10,150,232425,47.09,222.70,-107.40,258075,20589,207.20,75,206.75,75,385500,61.38,207.05,-0.35,471225,45358,8151,8100,1222
224.05,150,223.00,225,232425,47.09,223.00,-107.10,258075,20912,204.70,75,204.15,150,385500,61.38,204.65,-2.75,471225,45999,8155,8100,1225
218.40,450,217.00,225,243900,47.09,217.45,-112.65,269550,21107,209.00,150,208.60,75,377400,61.38,208.50,1.10,463125,46603,8148,8100,1228
213.50,225,212.25,150,234750,47.09,212.35,-117.75,260400,21454,214.55,150,213.70,75,376050,61.38,213.75,6.35,461775,47053,8141,8100,1231
204.90,225,203.90,300,228000,47.09,203.20,-126.90,253650,22192,224.65,300,223.85,75,370800,61.38,223.85,16.45,456525,48484,8112,8100,1235
209.50,75,208.35,375,229200,47.09,207.80,-122.30,254850,22441,219.15,75,218.55,150,377250,61.38,219.15,11.75,462975,48799,8119,8100,1237
209.00,75,208.35,75,234150,47.09,208.00,-122.10,259800,22813,213.70,75,212.60,75,383625,61.38,212.80,5.40,469350,49517,8129,8100,1240
210.60,150,209.40,150,228825,47.09,210.00,-120.10,254475,23187,212.00,450,211.10,75,381675,61.38,210.95,3.55,467400,49967,8122,8100,1243
208.10,75,207.65,75,228825,47.09,208.10,-122.00,254475,23434,212.85,75,212.10,75,381675,61.38,212.20,4.80,467400,50379,8132,8100,1246
200.80,75,199.60,75,233475,47.09,200.90,-129.20,259125,23717,220.60,75,219.65,75,388950,61.38,220.40,13.00,474675,50711,8117,8100,1249
198.80,150,198.05,75,232950,47.09,198.35,-131.75,258600,24182,224.75,75,224.00,75,389400,61.38,224.10,16.70,475125,51503,8115,8100,1253
203.00,75,202.10,75,240450,47.09,203.00,-127.10,266100,25204,227.00,75,226.75,75,383325,61.38,226.70,19.30,469050,52786,8122,8100,1255
203.90,975,202.95,150,243300,47.09,203.35,-126.75,268950,25636,224.95,150,224.00,75,386475,61.38,224.95,17.55,472200,53224,8119,8100,1258
