ce_askprice,ce_askqty,ce_bidprice,ce_bidqty,ce_chng_in_oi,ce_iv,ce_ltp,ce_net_chng,ce_oi,ce_volume,pe_askprice,pe_askqty,pe_bidprice,pe_bidqty,pe_chng_in_oi,pe_iv,pe_ltp,pe_net_chng,pe_oi,pe_volume,spot_price,strike_price,time
144.75,450,141.15,150,3000,-,140.95,-152.70,6075,247,42.70,75,42.25,75,18750,-,42.35,-16.95,115350,2860,8482,8350,0925
134.10,525,131.00,825,4725,-,132.35,-161.30,7800,283,41.15,225,40.25,225,26400,-,40.25,-19.05,123000,3370,8476,8350,0928
132.20,375,129.90,450,4725,-,131.00,-162.65,7800,306,38.45,75,38.05,150,28650,-,38.35,-20.95,125250,3958,8461,8350,0930
125.30,450,122.95,75,3900,-,124.95,-168.70,6975,315,39.70,75,39.30,300,28650,-,39.15,-20.15,125250,4225,8469,8350,0934
109.90,150,108.35,150,6225,-,110.30,-183.35,9300,430,48.20,75,47.80,75,31050,-,48.25,-11.05,127650,6309,8444,8350,0937
114.55,75,113.30,75,6225,-,112.40,-181.25,9300,474,54.65,150,54.35,75,31050,-,55.00,-4.30,127650,7299,8435,8350,0940
108.10,75,106.85,75,8700,-,107.90,-185.75,11775,549,57.75,75,57.20,375,31875,-,57.80,-1.50,128475,8345,8424,8350,0942
105.35,150,104.45,75,11400,-,106.00,-187.65,14475,714,56.25,75,56.00,75,43200,-,56.35,-2.95,139800,9534,8422,8350,0945
101.35,75,100.10,75,11400,-,100.70,-192.95,14475,878,58.75,75,58.35,150,43200,-,58.40,-0.90,139800,10215,8407,8350,0948
90.35,75,89.40,75,29775,-,89.70,-203.95,32850,1371,63.30,75,62.90,150,56175,-,62.95,3.65,152775,11718,8392,8350,0951
78.65,75,77.80,150,53700,-,78.95,-214.70,56775,1972,75.65,75,75.25,150,44025,-,75.20,15.90,140625,13423,8367,8350,0954
78.80,150,78.10,75,53700,-,79.00,-214.65,56775,2503,78.65,75,78.10,75,44025,-,78.05,18.75,140625,14877,8365,8350,0957
95.45,225,94.50,75,74400,-,95.30,-198.35,77475,3143,57.80,75,57.30,75,65250,-,57.75,-1.55,161850,17070,8404,8350,1000
86.00,300,85.20,75,98625,-,84.65,-209.00,101700,3951,65.45,150,65.05,75,87600,-,65.05,5.75,184200,18730,8386,8350,1004
89.50,75,88.75,225,98625,-,91.50,-202.15,101700,4081,61.80,75,61.25,75,87600,-,61.80,2.50,184200,19247,8401,8350,1007
83.65,75,82.55,75,117225,-,83.00,-210.65,120300,4751,65.25,75,64.75,75,108675,-,65.15,5.85,205275,20939,8390,8350,1010
82.30,150,81.55,75,117225,-,82.95,-210.70,120300,4925,66.75,450,66.25,75,108675,-,66.55,7.25,205275,21620,8385,8350,1013
73.45,150,72.85,75,127425,-,73.70,-219.95,130500,5671,69.90,75,69.30,300,124950,-,69.35,10.05,221550,23559,8375,8350,1016
80.65,525,79.90,225,128925,-,79.95,-213.70,132000,5883,66.55,75,66.30,75,128400,-,66.00,6.70,225000,24037,8386,8350,1019
81.00,300,80.30,300,128925,-,80.80,-212.85,132000,6125,63.35,150,62.85,75,128400,-,63.10,3.80,225000,24664,8385,8350,1022
75.80,225,75.05,75,131400,-,74.90,-218.75,134475,6615,66.95,375,66.65,675,141975,-,66.95,7.65,238575,25623,8381,8350,1025
82.10,150,81.30,150,135975,-,81.55,-212.10,139050,6904,62.75,450,62.35,75,155775,-,62.85,3.55,252375,26615,8392,8350,1028
72.90,75,72.20,75,135975,-,72.50,-221.15,139050,7034,68.95,75,68.55,75,155775,-,68.10,8.80,252375,27062,8373,8350,1031
79.10,150,78.05,75,138900,-,77.80,-215.85,141975,7286,63.00,300,62.55,75,156075,-,62.40,3.10,252675,27608,8382,8350,1033
73.70,600,72.85,75,137700,-,74.00,-219.65,140775,7476,66.40,75,66.10,75,159075,-,66.00,6.70,255675,27993,8382,8350,1036
74.70,600,74.10,150,135150,-,74.80,-218.85,138225,7819,63.70,75,63.20,225,157350,-,62.95,3.65,253950,29098,8384,8350,1039
57.10,75,56.60,75,136200,-,56.85,-236.80,139275,8537,78.40,375,77.90,75,162900,-,78.15,18.85,259500,30408,8352,8350,1042
51.90,300,51.50,75,160125,-,51.55,-242.10,163200,9941,82.70,75,82.05,450,144600,-,82.00,22.70,241200,32585,8343,8350,1045
45.80,75,45.35,75,191475,-,45.75,-247.90,194550,12170,87.80,75,87.20,450,130425,-,87.25,27.95,227025,34500,8329,8350,1048
46.00,75,45.75,150,255825,-,45.75,-247.90,258900,13813,88.75,450,88.25,75,131100,-,88.50,29.20,227700,35562,8337,8350,1051
42.90,75,42.60,75,255825,-,42.80,-250.85,258900,15353,90.40,450,89.90,75,131100,-,90.35,31.05,227700,36867,8311,8350,1054
40.90,75,40.60,75,279150,-,40.85,-252.80,282225,16481,95.35,150,94.60,150,124425,-,95.40,36.10,221025,37662,8315,8350,1057
41.55,450,41.15,225,300225,-,42.55,-251.10,303300,17496,91.95,150,91.20,75,126675,-,92.50,33.20,223275,38128,8318,8350,1100
36.95,75,36.75,75,325875,-,37.10,-256.55,328950,19296,99.50,150,98.65,75,130350,-,98.95,39.65,226950,39068,8300,8350,1104
33.25,450,32.95,75,353700,-,33.05,-260.60,356775,22904,106.25,225,105.40,225,124425,-,106.20,46.90,221025,40743,8294,8350,1106
