ce_askprice,ce_askqty,ce_bidprice,ce_bidqty,ce_chng_in_oi,ce_iv,ce_ltp,ce_net_chng,ce_oi,ce_volume,pe_askprice,pe_askqty,pe_bidprice,pe_bidqty,pe_chng_in_oi,pe_iv,pe_ltp,pe_net_chng,pe_oi,pe_volume,spot_price,strike_price,time
1634.10,75,1630.00,75,-750,63.78,1628.00,-137.70,814800,63,169.35,975,169.05,75,375,78.62,169.20,3.55,1736400,818,8482,7000,0925
1619.90,75,1612.00,75,-5025,62.76,1620.00,-145.70,810525,136,160.50,150,159.60,225,5175,76.81,159.75,-5.90,1741200,1245,8476,7000,0928
1607.45,75,1597.45,150,-5025,62.06,1610.00,-155.70,810525,154,154.45,150,153.30,75,5175,76.59,153.40,-12.25,1741200,1402,8464,7000,0931
1578.80,75,1569.05,150,-6600,59.93,1575.00,-190.70,808950,173,143.95,150,143.10,75,4200,73.11,143.95,-21.70,1740225,1751,8442,7000,0934
1570.85,75,1561.35,75,-9450,57.80,1570.00,-195.70,806100,220,148.10,75,147.15,75,11250,73.61,147.05,-18.60,1747275,2041,8431,7000,0937
1569.95,75,1564.75,75,-9450,59.27,1568.00,-197.70,806100,233,149.00,675,148.10,300,11250,73.43,149.00,-16.65,1747275,2093,8435,7000,0940
1564.65,300,1555.90,375,-10425,60.08,1562.00,-203.70,805125,281,153.05,75,152.00,150,8250,73.94,152.90,-12.75,1744275,2384,8424,7000,0942
1562.75,300,1554.25,375,-11550,60.25,1560.00,-205.70,804000,285,154.85,150,154.00,5025,8250,74.00,154.00,-11.65,1744275,2444,8418,7000,0946
1552.30,75,1545.00,75,-12075,60.91,1555.75,-209.95,803475,321,156.85,300,155.70,150,5925,74.14,156.00,-9.65,1741950,2840,8415,7000,0948
1544.70,75,1541.40,75,-13650,62.22,1543.95,-221.75,801900,326,156.70,150,155.80,75,11400,73.92,156.05,-9.60,1747425,3103,8392,7000,0952
1528.75,75,1519.45,75,-13650,60.87,1520.00,-245.70,801900,340,161.25,75,160.35,150,11400,-,161.40,-4.25,1747425,3356,8367,7000,0955
1526.40,150,1517.20,150,-13725,63.75,1525.00,-240.70,801825,346,161.05,75,160.10,525,18600,74.02,160.25,-5.40,1754625,3479,8365,7000,0958
1547.45,75,1545.00,600,-17475,60.40,1548.10,-217.60,798075,406,154.65,150,153.95,150,27300,73.57,154.15,-11.50,1763325,3898,8400,7000,1000
1539.70,75,1531.45,375,-17475,60.40,1540.10,-225.60,798075,434,157.85,75,157.15,75,27300,73.57,157.20,-8.45,1763325,4077,8385,7000,1004
1547.90,75,1540.35,75,-20400,60.40,1538.80,-226.90,795150,504,157.15,150,156.25,75,35250,73.57,155.85,-9.80,1771275,4238,8395,7000,1007
1535.25,150,1526.40,150,-23925,60.40,1532.00,-233.70,791625,559,156.95,150,156.05,75,44700,73.57,156.05,-9.60,1780725,4543,8390,7000,1010
1520.90,75,1512.15,150,-23925,59.91,1532.00,-233.70,791625,559,159.85,525,159.05,525,44700,73.81,159.80,-5.85,1780725,4659,8367,7000,1013
1535.85,75,1528.00,375,-24150,59.91,1535.00,-230.70,791400,571,155.35,75,154.50,150,49575,73.81,155.25,-10.40,1785600,4826,8390,7000,1017
1534.70,75,1526.30,75,-24300,59.91,1530.00,-235.70,791250,572,156.95,675,156.30,75,49575,73.81,157.00,-8.65,1785600,4902,8386,7000,1019
1533.05,75,1525.10,375,-24300,59.91,1532.00,-233.70,791250,593,155.50,1425,155.45,75,50100,73.81,155.50,-10.15,1786125,4969,8385,7000,1022
1537.80,300,1528.05,375,-22650,61.09,1530.00,-235.70,792900,632,154.45,150,153.80,600,52875,73.53,153.85,-11.80,1788900,5624,8381,7000,1025
1530.40,75,1525.00,75,-23325,61.09,1530.00,-235.70,792225,647,154.95,75,154.80,75,54525,73.53,154.90,-10.75,1790550,5801,8381,7000,1028
1523.65,75,1515.00,375,-23325,61.09,1521.15,-244.55,792225,650,156.85,75,156.65,600,54450,73.53,156.75,-8.90,1790475,5904,8373,7000,1031
1534.10,75,1525.15,375,-23400,61.80,1534.25,-231.45,792150,653,154.80,150,154.50,150,51675,73.39,154.90,-10.75,1787700,6087,8385,7000,1034
1525.00,375,1521.15,75,-23550,61.80,1525.00,-240.70,792000,657,155.80,75,155.00,1200,54975,73.39,155.80,-9.85,1791000,6111,8373,7000,1037
1525.10,75,1521.15,75,-23550,61.80,1526.65,-239.05,792000,664,152.95,150,152.45,525,57975,73.39,152.65,-13.00,1794000,6319,8384,7000,1040
1503.00,75,1493.00,150,-24225,59.06,1500.00,-265.70,791325,681,157.45,150,156.35,150,64050,73.03,157.35,-8.30,1800075,6562,8355,7000,1042
1481.30,75,1474.80,75,-24450,59.06,1485.00,-280.70,791100,685,161.85,75,161.55,525,63750,73.03,161.90,-3.75,1799775,6898,8335,7000,1045
1480.25,150,1471.80,75,-24600,59.06,1480.00,-285.70,790950,691,162.00,225,161.70,75,53550,73.03,161.80,-3.85,1789575,6951,8330,7000,1048
1484.70,75,1475.30,225,-24750,58.68,1480.00,-285.70,790800,702,160.40,525,159.65,150,54075,72.98,160.35,-5.30,1790100,7063,8337,7000,1051
1466.85,150,1458.65,225,-24750,58.68,1458.90,-306.80,790800,708,164.00,375,163.10,150,56475,72.98,163.30,-2.35,1792500,7313,8314,7000,1054
1469.65,75,1462.25,75,-24900,58.68,1461.05,-304.65,790650,715,163.55,375,163.50,75,54150,72.98,163.55,-2.10,1790175,7418,8316,7000,1058
1465.85,150,1462.00,75,-25200,58.68,1461.05,-304.65,790350,717,163.45,150,162.65,525,54150,72.98,163.00,-2.65,1790175,7478,8312,7000,1100
1449.00,75,1441.35,75,-25275,59.67,1446.00,-319.70,790275,724,167.25,75,166.60,525,55875,72.76,167.30,1.65,1791900,7706,8291,7000,1104
1449.60,75,1442.15,75,-25200,59.67,1434.05,-331.65,790350,747,169.00,75,168.25,1275,55500,72.76,168.25,2.60,1791525,7978,8294,7000,1106
1457.95,75,1448.80,75,-25200,59.67,1463.45,-302.25,790350,749,166.40,75,165.50,525,60000,72.76,165.45,-0.20,1796025,8054,8305,7000,1110
1443.95,75,1435.50,75,-25200,62.56,1440.00,-325.70,790350,752,168.35,600,167.45,75,60000,73.11,168.45,2.80,1796025,8273,8287,7000,1112
1438.05,75,1428.85,225,-25350,62.56,1432.50,-333.20,790200,755,168.85,750,167.75,600,61425,73.11,168.50,2.85,1797450,8360,8280,7000,1116
1437.55,75,1430.50,75,-24750,62.56,1435.00,-330.70,790800,777,168.60,75,168.00,450,61500,73.11,168.45,2.80,1797525,8437,8291,7000,1118
1438.55,75,1430.35,75,-24000,59.86,1439.00,-326.70,791550,781,169.10,450,168.00,1875,61500,73.08,168.50,2.85,1797525,8491,8287,7000,1121
1443.50,75,1441.00,75,-24300,59.86,1442.00,-323.70,791250,786,168.95,750,168.00,450,60975,73.08,167.90,2.25,1797000,8684,8290,7000,1125
1453.65,75,1443.95,150,-25125,59.86,1455.00,-310.70,790425,805,164.35,675,163.20,150,60600,73.08,163.60,-2.05,1796625,8836,8304,7000,1128
1462.65,75,1454.20,75,-25650,59.86,1462.30,-303.40,789900,809,160.80,675,160.15,75,56025,73.08,160.10,-5.55,1792050,8910,8316,7000,1131
1455.90,75,1447.10,150,-26925,60.40,1450.00,-315.70,788625,862,163.45,525,162.45,525,63225,72.52,163.45,-2.20,1799250,9128,8305,7000,1134
1446.45,75,1446.00,75,-26925,60.40,1447.00,-318.70,788625,936,166.55,150,165.95,150,63225,72.52,166.55,0.90,1799250,9216,8295,7000,1137
1447.70,75,1440.10,75,-32850,60.40,1443.75,-321.95,782700,960,167.85,75,167.30,450,60525,72.52,167.45,1.80,1796550,9433,8293,7000,1141
1455.20,75,1454.60,75,-33825,60.16,1447.00,-318.70,781725,996,167.10,75,166.25,525,60525,73.30,166.50,0.85,1796550,9480,8293,7000,1144
1450.85,150,1447.00,75,-36000,60.16,1455.00,-310.70,779550,1043,166.10,150,165.25,600,59475,73.30,165.95,0.30,1795500,9667,8298,7000,1147
1459.35,150,1450.50,150,-39000,60.16,1460.00,-305.70,776550,1066,166.45,525,165.40,150,57825,73.30,166.40,0.75,1793850,9724,8306,7000,1149
1455.45,75,1445.90,150,-42225,59.85,1446.35,-319.35,773325,1110,167.20,525,165.95,675,54075,73.24,166.05,0.40,1790100,9892,8301,7000,1154
1436.50,75,1426.35,150,-44550,59.85,1435.10,-330.60,771000,1125,170.40,75,169.85,450,54675,73.24,170.00,4.35,1790700,10149,8283,7000,1156
1435.00,375,1426.15,150,-44550,59.85,1426.40,-339.30,771000,1130,171.95,675,171.00,75,54075,73.24,171.40,5.75,1790100,10279,8283,7000,1159
1439.10,75,1429.15,150,-44550,59.85,1426.40,-339.30,771000,1130,171.15,150,170.90,150,55575,73.24,170.90,5.25,1791600,10325,8287,7000,1202
1434.95,75,1426.00,375,-45675,57.00,1431.00,-334.70,769875,1158,171.45,150,170.70,450,54600,73.44,171.30,5.65,1790625,10482,8282,7000,1205
1434.00,75,1430.40,75,-45675,57.00,1430.00,-335.70,769875,1159,172.35,600,171.75,75,54600,73.44,172.30,6.65,1790625,10596,8287,7000,1208
